x,y,z
4409739.8,5624998.49,505.53
4409746.09,5624983.57,505.75
4409756.6,5624992.06,512.22
4409772.81,5624999.84,525.06
4409747.23,5625037.58,524.52
4409736.86,5625029.25,515.08
4409725.37,5625017.45,505.44
4409729.89,5625009.78,505.43
4409705.26,5625047.36,504.24
4409724.85,5625052.8,517.71
4409733.94,5625059.04,524.48
4409710.77,5625073.09,520.84
4409716.9,5625079.1,525.91
4409678.55,5625074.34,503.3
4409663.01,5625061.84,502.84
4409670.24,5625064.99,501.77
4409672.44,5625068.03,501.64
4409675.03,5625071.19,502.9
4409650.23,5625093.28,501.96
4409654.08,5625096.45,502.67
4409644.1,5625090.37,500.9
4409647.81,5625087.22,501.05
4409640.63,5625084.02,502.28
4409654.47,5625121.17,513.87
4409650.08,5625116.94,513.72
4409636.6,5625132.28,511.73
4409629.29,5625131.24,511.59
4409621.08,5625119.24,501.77
4409616.39,5625114.93,500.48
4409612.15,5625113.91,500.39
4409609.86,5625111.21,501.67
4409598.73,5625153.16,507.99
4409608.03,5625153.56,508.76
4409595.7,5625148.08,501.61
4409592.7,5625144.76,501.44
4409587.91,5625140.01,499.8
4409585.06,5625141.71,499.72
4409580.06,5625138.45,500.89
4409614.19,5625160.17,516.16
4409626.32,5625165.67,524.71
4409626.11,5625167.94,526.6
4409650.87,5625146.44,526.74
4409650.18,5625143.57,524.79
4409662.33,5625134.01,525.36
4409675.48,5625127.85,525.09
4409666.92,5625116.92,514.94
4409673.14,5625110.12,516.04
4409679.69,5625115.92,524.81
4409684.05,5625118.98,526.53
4409682.12,5625104.81,517.01
4409689.76,5625113.28,524.86
4409684.55,5625099.47,517.33
4409681.21,5625094.76,517.25
4409692.02,5625100.61,525.14
4409697.04,5625103.52,526.82
4409567.53,5625127.64,500.58
4409598.07,5625101.95,501.24
4409625.86,5625070.89,502.13
4409641.81,5625039.05,502.4
4409655.63,5625051.03,502.93
4409663.85,5625018.2,503.33
4409687.69,5625037.3,503.41
4409695.39,5625040.72,502.54
4409693.44,5625042.95,502.44
4409700.32,5625045.13,503.8
4409706.98,5625035.04,504.26
4409699.72,5625033.64,502.55
4409701.41,5625030.98,502.56
4409694.31,5625031.61,503.52
4409715.01,5625020.81,504.31
4409709.93,5625019.99,503.59
4409706.56,5625016.99,503.07
4409704.93,5625015.79,502.98
4409698.26,5625014.85,504.15
4409727.88,5624978.09,503.72
4409722.71,5624972.32,505.02
4409733,5624976.38,503.63
4409737.48,5624977.95,505.23
4409749.73,5624945.59,506.07
4409746.21,5624943.06,504.07
4409741.72,5624941.29,504.05
4409735.33,5624941.82,506.04
4409756.34,5624920.14,506.43
4409748.08,5624919.26,504.56
4409749.59,5624916.36,504.63
4409742.25,5624915.47,506.28
4409763.91,5624923.87,506.58
4409730.47,5624908.34,506.18
4409757.32,5624884.2,505.42
4409749.73,5624879.66,506.95
4409756.11,5624889.06,505.37
4409763.58,5624889.02,506.8
4409738.31,5624875.01,506.78
4409762.04,5624828.43,506.74
4409769.23,5624827.96,507.52
4409756.92,5624825.76,507.97
4409763.27,5624826.13,506.68
4409766.89,5624741.8,510.01
4409773.8,5624746.8,510.73
4409778.29,5624749.02,510.8
4409783.38,5624750.9,509.93
4409712.33,5624721.4,522.87
4409713.76,5624717.99,524.03
4409719.7,5624721.12,522.64
4409717.98,5624711.82,523.88
4409727.02,5624742.86,512.21
4409738.27,5624733.97,509.99
4409741.1,5624727.18,510.26
4409676.26,5624725.38,518
4409681.5,5624716.1,523.62
4409663.01,5624737.36,516.61
4409666.12,5624728.53,517.22
4409651.78,5624717.91,518.45
4409651.11,5624724.85,524.14
4409653.83,5624730.95,524.42
4409642.59,5624716.81,520.11
4409642.79,5624710.96,523.69
4409625.16,5624716.11,522.71
4409629.76,5624710.26,524.29
4409656.56,5624742.76,516.04
4409640.31,5624745.81,517.45
4409631.43,5624735.75,524.19
4409608.08,5624747.69,522.51
4409617.94,5624743.13,520
4409618.94,5624738.93,522.57
4409633.25,5624753.78,517.16
4409626.7,5624759.49,518.71
4409593.72,5624750.31,523.87
4409602.36,5624746.58,524.07
4409602.47,5624737.4,523.28
4409614.92,5624775.83,524
4409619.34,5624770.21,519.53
4409639.53,5624779.06,517.08
4409633.55,5624788.81,522.58
4409629.55,5624791.97,523.45
4409660.41,5624809.32,523.95
4409666.11,5624803.06,520.6
4409676.58,5624788.57,513.85
4409672.49,5624830.19,524.94
4409686.16,5624823.8,518.41
4409697.73,5624819.61,515.4
4409670.83,5624843.86,523.96
4409678.07,5624845.49,522.61
4409671.57,5624833.43,525.71
4409688.45,5624851.71,515.13
4409690.12,5624766.13,513.13
4409695.4,5624759.06,514.21
4409710.58,5624763.38,512.82
4409716.76,5624766.21,511.35
4409700.28,5624794.09,511.48
4409703.2,5624792.13,510.27
4409710.76,5624789.5,510.94
4409683.27,5624773.35,513.37
4409680.08,5624777.9,512.27
4409678.7,5624780.64,513.81
4409711.67,5624814.55,510.15
4409781.51,5624896.97,507.69
4409705.02,5624739.2,514.66
4409690.13,5625001.75,504.1
4409705.76,5624962.61,504.93
4409721.19,5624933.34,505.59
4409672.39,5624743.99,515.69
4409849.49,5624764.31,522.64
4409848.9,5624567.19,515.1
4410067.74,5624378.04,524.61
4410065.48,5624402.13,524.87
4410044.29,5624433.13,516.36
4410054.12,5624433.19,524.14
4410036.58,5624433.44,518.29
4410027,5624435.74,518.01
4410022.02,5624430.46,518.69
4410019.13,5624449.89,518.01
4410011.58,5624452.19,518.42
4410020.4,5624454.83,517.9
4409836.38,5624571.26,518.71
4409831.62,5624561.8,523.86
4409842.08,5624562.79,518.23
4409846.86,5624576.36,514.37
4409854.17,5624554.87,518.43
4409855.96,5624564.58,514.7
4409857.12,5624571.13,514.01
4409859.56,5624576.84,514.24
4409866.97,5624583.63,515.04
4409868.07,5624581.24,515.13
4409875.9,5624588.73,514.26
4409870.74,5624527.01,522.97
4409878.86,5624533.97,518.73
4409884.89,5624538.51,514.76
4409885.57,5624542.59,514.86
4409894.46,5624547.51,515.85
4409892.99,5624549.47,515.85
4409900.92,5624553.6,515.39
4409886.38,5624514.77,522.75
4409895.28,5624498.17,523.18
4409898.8,5624500.61,522.74
4409901.25,5624505.68,519.41
4409910.66,5624509.8,515.48
4409911.05,5624513.48,515.63
4409918.44,5624516.07,516.51
4409917.6,5624519.64,516.51
4409924.44,5624522.96,515.99
4409945.2,5624497.32,516.58
4409937.46,5624494.04,517.09
4409939.08,5624490.43,517.06
4409930.05,5624487.75,516.41
4409928.83,5624483.19,516.28
4409919.19,5624475.56,524.16
4409938.79,5624453.46,524.33
4409946.34,5624460.24,517.96
4409951.49,5624456.48,517.97
4409952.33,5624465.01,517.56
4409955.77,5624469.11,517.56
4409963.31,5624473.78,517.11
4409953.64,5624432.16,522.66
4409963.6,5624430.12,522.74
4409975.9,5624436.29,518.3
4409986,5624439.77,518.42
4409997.75,5624405.38,518.99
4410007,5624408.03,519.02
4410017.05,5624416.65,519.09
4410003.72,5624451.77,518.13
4410015.28,5624461.69,518.22
4410023.64,5624462.62,515.94
4410022.98,5624464.75,515.98
4410030.63,5624466.52,517.93
4410011.69,5624504.44,521.03
4410019.42,5624498.34,520.82
4410025.28,5624500.75,524.86
4410005.15,5624501.58,516.51
4410007.6,5624513.41,520.84
4410010.51,5624518.73,524.26
4410002.03,5624505.88,516.22
4410000.88,5624509.05,516.47
4409994.24,5624504.45,514.84
4409995.52,5624502.77,514.88
4409988.64,5624498.9,517.18
4409970.49,5624518.35,516.23
4409978.81,5624521.68,514.55
4409976.81,5624525.24,514.46
4409982.08,5624528.1,515.51
4409985.6,5624530.87,516.39
4409988.88,5624537.22,520.3
4409995.99,5624540.74,524.53
4409994.22,5624544.03,526.18
4409967.06,5624554.56,515.61
4409963.32,5624552.39,515.16
4409976.41,5624564.28,524.57
4409957.52,5624549.94,513.63
4409958.96,5624547.74,513.55
4409952.25,5624545.59,515.11
4409939.85,5624600.64,524.42
4409936.32,5624594.03,519.49
4409932.4,5624587.2,514.41
4409926.19,5624583.38,512.86
4409929.49,5624580.27,512.97
4409923.07,5624577.76,514.2
4409905.41,5624633.08,524.62
4409918.15,5624620.68,525.15
4409912.9,5624614.87,519.71
4409907.73,5624620.22,518.22
4409902.38,5624624.83,519.7
4409898.34,5624615.31,513.67
4409903.67,5624614.7,513.74
4409903.43,5624608.89,513.72
4409896.38,5624612.42,513.25
4409891.57,5624608.73,511.71
4409890.13,5624606.08,511.77
4409887.53,5624603.56,513.48
4409892.81,5624651.28,525.74
4409887.27,5624649.83,524.83
4409880.15,5624636.37,513.03
4409875.42,5624634.17,512.92
4409869.91,5624631.91,511.05
4409865.96,5624628.11,511.15
4409855.18,5624628.68,512.81
4409879.77,5624675.63,525.68
4409876.94,5624672.96,524.51
4409871.04,5624672.85,519.55
4409864.77,5624669.77,512.49
4409857.27,5624664.9,512.15
4409854.37,5624662.2,510.31
4409851.42,5624660.29,510.31
4409844.31,5624658.91,511.9
4409822.89,5624687.17,511.33
4409828.16,5624688.9,511.2
4409835.44,5624689.85,509.61
4409836.27,5624692.39,509.61
4409841.22,5624693.23,511.32
4409850.41,5624697.17,512.11
4409809.83,5624720.56,510.5
4409817.05,5624721.26,508.92
4409817.03,5624723.94,508.94
4409823.42,5624724.85,510.81
4409833.11,5624730.9,511.52
4409822.99,5624756.83,518.2
4409830.55,5624753.35,516.89
4409831.38,5624748.03,518.39
4409846.89,5624755.43,522.81
4409842.51,5624767.62,522.66
4409843.34,5624735.78,519.01
4409853.11,5624739.28,524.52
4409863.1,5624701.09,524.44
4409865.67,5624704.26,525.4
4409914.61,5624567.8,515.06
4409742.38,5624683.41,523.11
4409756.11,5624695.69,511.15
4409768.51,5624653.95,518.79
4409761.37,5624649.14,523.9
4409779.31,5624660.37,512.08
4409790.03,5624639.42,512.5
4409802.73,5624628.55,512.68
4409794.79,5624623.15,517.35
4409785.53,5624616.6,524.03
4409799.47,5624594.47,524.32
4409805.74,5624597.47,522.64
4409810.44,5624602.2,518.53
4409819.47,5624607.2,513.77
4409782.81,5624706,510.84
4409790.36,5624711.8,511.7
4409791.61,5624710.19,511.67
4409799.8,5624715.46,511.04
4409799.78,5624675.38,512.11
4409807.39,5624677.12,512.72
4409807.85,5624679.84,512.47
4409814.94,5624682.76,512.01
4409791.96,5624668.78,511.78
4409811.88,5624634.45,512.51
4409816.78,5624641.9,512.84
4409825.71,5624644.51,513.61
4409825.11,5624647.34,513.33
4409833.72,5624649.84,512.78
4409828.13,5624614.78,513.13
4409832.93,5624618.11,513.58
4409841.09,5624620.05,514.23
4409840.56,5624623.16,514.03
4409848.93,5624625.44,513.43
4409882.56,5624596.71,513.91
4409937.37,5624534.43,515.72
4409959.61,5624508.45,516.19
4409976.85,5624487.33,516.76
4409234.02,5626013.12,483.66
4408814.93,5625927.04,491.55
4408815.21,5625920.96,491.46
4408818.05,5625916.55,491.55
4408820.45,5625905.85,492.46
4408826.83,5625912.62,490.15
4408826.74,5625917.23,489.99
4408822.8,5625925.03,489.8
4408823.7,5625929.81,491.27
4408841.77,5625921.79,490.87
4408841.66,5625915.88,489.44
4408854.08,5625923.95,490.45
4408857.72,5625919.92,489.02
4408814.31,5625900.79,496.21
4408849.42,5625961.71,490.87
4408843.06,5625954.14,490.59
4408851.11,5625938.26,490.7
4408854.62,5625917.03,488.82
4408856.1,5625911.43,493.74
4408859.98,5625891.82,503.07
4408869.19,5625893.58,502.31
4408875.64,5625896.04,502.16
4408882.55,5625896.82,502.17
4408891.54,5625901.17,502.28
4408915.8,5625905.96,503.03
4408920.22,5625888.5,510.32
4408963.16,5625917.86,502.32
4408965.97,5625897.22,511.16
4408990.66,5625917.69,503.9
4408993.81,5625893.23,512.21
4409032.34,5625917.68,502.76
4409033.81,5625900.92,508.66
4409057.41,5625927.95,499.39
4409056.99,5625898.51,507.32
4409089.08,5625915.65,502.16
4409089.02,5625894.33,507.32
4409120.93,5625961.64,489.35
4409087.32,5625977.77,485.91
4409086.22,5625972.69,485.24
4409086.06,5625966.3,485.84
4409087.08,5625961.02,489.72
4409058.43,5625978.4,486.48
4409056.1,5625974.75,485.55
4409053.8,5625971.54,485.6
4409055.26,5625965.83,486.04
4409058.51,5625961.92,489.76
4409021.87,5625973.71,486.9
4409022.16,5625970.01,485.79
4409025.9,5625967.91,485.73
4409025.65,5625960.51,486.87
4409026.24,5625957.18,491.52
4408983.15,5625966.07,487.78
4408984.82,5625961.54,486.55
4408984.68,5625958.29,486.37
4408984.93,5625954.07,487.42
4408985.56,5625940.4,497.67
4408950.44,5625958.78,488.45
4408952.17,5625955.95,487.2
4408952.98,5625953.39,487.27
4408954.07,5625947.69,488.15
4408956.48,5625937.95,494.41
4408905.61,5625943.81,489.58
4408906.94,5625940.14,487.82
4408908.3,5625937.24,487.83
4408910.77,5625931.86,488.28
4408909.16,5625927.85,493.03
4408917.32,5625945.59,489.21
4408926.28,5625943.63,487.71
4408925.22,5625945.1,487.78
4408928.28,5625950.05,488.97
4408881.06,5625933.9,490.09
4408883.03,5625930.83,488.27
4408883.94,5625928.37,488.22
4408887.54,5625921.78,489.19
4408887.57,5625916.09,494.28
4408782.47,5625998.77,521.27
4408784.23,5626004.79,524.93
4408789.47,5626008.62,525.59
4408797.18,5626012.62,524.96
4408798.57,5626007.31,520.28
4408792.36,5626001.03,519.17
4408790.17,5625991.21,513.62
4408781.03,5625990.95,517.32
4408804,5626005.06,515.94
4408813.45,5626028.67,524.42
4408818.62,5626014.06,515.14
4408858.05,5626047.19,526.36
4408858.4,5626045.13,524.78
4408859.65,5626034.1,517.24
4408867.83,5626025.64,511.13
4408890.5,5626057.08,526.36
4408887.82,5626052.92,524.81
4408892.07,5626042.91,517.27
4408892.68,5626030.71,509.39
4408933.26,5626058.87,525.96
4408934.89,5626062.4,527.09
4408938.87,5626047.11,516.51
4408939.32,5626030.9,507.31
4408950.21,5626044.1,513.97
4408947.74,5626059.68,525.03
4408969.59,5626061.27,524.89
4408972.6,5626047.56,513.91
4409010.09,5626055.16,516.11
4409033.58,5626073.12,525.67
4409041.93,5626075.53,525.01
4409055.47,5626075.5,525.12
4409040.47,5626052.22,508.73
4409047.28,5626053.72,508.31
4409057.15,5626054.07,509.16
4409079.06,5626053.49,509.65
4409070.35,5626075.79,525.43
4409096.69,5626075.86,525.13
4409101.79,5626057.23,509.36
4409128.2,5626080.5,524.94
4409124.54,5626060.78,509.31
4409143.41,5626063.75,508.29
4409161.04,5626074.83,508.55
4409151.9,5626107.15,524.67
4409181.28,5626096.65,524.98
4409192.77,5626095.25,525.48
4409208.78,5626096.42,525.19
4409239.78,5626102.41,525.09
4409243.57,5626078.17,509.33
4409220.66,5626061.26,500.16
4409224.79,5626074.26,509.31
4409200.29,5626051.31,496.29
4409197.23,5626046.46,489.81
4409197.64,5626041.15,489.87
4409224.08,5626048.97,492.84
4409223.46,5626054.82,492.7
4409199.01,5626069.77,509.34
4409180.85,5626068.9,509.3
4409162.78,5626044.13,491.78
4409175.4,5626049.41,496.43
4409168.45,5626040.87,487.21
4409146.49,5626044.87,495.62
4409153.59,5626042.79,492.74
4409167.74,5626033.92,487.51
4409144.8,5626026.1,485.49
4409145.07,5626018.88,485
4409130.58,5626044.15,496.86
4409117.49,5626026.89,485.63
4409128.02,5626024.16,485.35
4409107.11,5626037.85,495.12
4409081.15,5626037.72,497.16
4409082.23,5626022.87,485.78
4409051.59,5626020.48,486.45
4409013.89,5626036.68,501.84
4409016.43,5626014.03,487.24
4408976.86,5626028.39,501.09
4408980.07,5626013.4,492.25
4408979.16,5626008.17,487.97
4408939.69,5626017.24,497.73
4408943.12,5626001.02,488.59
4408901.39,5625993.57,490.12
4408894.41,5626011.67,498.37
4408871.08,5626011.89,502.41
4408872.72,5625990.78,491.11
4408830.15,5625987.42,499.14
4408833.38,5625969.17,491.12
4408824.28,5626001.71,507.57
4408806.21,5625958.04,491.32
4408815.29,5625947.59,491.02
4408810.33,5625975.74,499.38
4408803.7,5625990.33,508.46
4409229,5626037.11,484.54
4409232.87,5626027.48,484.58
4409201.35,5626031.87,485.07
4409203.21,5626022.98,484.74
4409203.22,5626013.13,484.1
4409204.69,5626006.02,484.15
4409201.16,5625999.77,484.33
4409201.95,5625994.28,482.75
4409206.07,5625995.71,482.49
4409159.13,5625991.94,484.98
4409162.68,5625983.88,484.12
4409160.82,5625986.74,484.01
4409163.06,5625977.69,487.12
4409172.15,5625990.13,483.64
4409170.34,5625994.35,484.77
4409122.7,5625980.58,485.3
4409124.54,5625976.8,484.76
4409128.5,5625974.19,484.46
4409132.53,5625969.41,487.77
4409088.74,5625873.45,513.89
4409085.12,5625845.43,524.33
4409053.2,5625846.16,524.49
4409039.55,5625850.32,524.52
4409057.14,5625867.67,517.8
4409036.37,5625876.29,516.89
4408995.5,5625852.12,524
4409009.8,5625845.13,526.04
4409015.76,5625849.13,524.91
4408966.42,5625878.02,517.07
4408964.12,5625854.12,523.86
4408923.52,5625867.05,519.49
4408925.82,5625855.04,524.04
4408898.32,5625874.88,514.02
4408904.3,5625849.65,524.33
4408895.87,5625846.5,524.41
4408885.79,5625846.44,524.28
4408885.74,5625867.07,514
4408880.27,5625869.58,513.96
4408863.69,5625868.91,513.92
4408870.92,5625868.41,513.96
4408872.55,5625845,524
4408855.65,5625847.23,524.14
4408825.92,5625845.37,524.17
4408821.08,5625884.17,505.14
4408823.84,5625865.83,514.72
4409088.54,5625933.74,497.48
4408874.74,5625965.31,490.11
4408879.14,5625961.7,489.46
4408877.39,5625957.64,490.05
4408881.79,5625946.95,490.22
4408905.36,5625954.54,489.37
4408908.23,5625957.26,488.75
4408906.96,5625959.49,488.79
4408911.69,5625963.86,489.39
4408875.33,5625975.01,490.34
4408906.79,5625980.51,489.5
4408949.12,5625979.7,488.45
4408984.1,5625984.41,487.58
4409021.63,5625993.95,487.02
4409054.46,5626006.12,486.29
4409085.03,5625996.9,485.64
4409123.32,5626004.63,485.04
4409138.76,5626013.04,484.92
4409158.21,5626009.98,484.62
4409153.87,5626017.6,484.7
4409172.27,5626025.4,484.54
4409031.49,5625936.9,497.17
4408995.94,5625874.95,518.9
4409056.98,5625880.8,513.73
4408462.23,5625828.45,524.24
4408643.5,5625916.5,497.56
4408299.11,5626097.18,524.97
4408313.55,5626106.71,524.59
4408313.37,5626086.54,524.27
4408308.52,5626081.15,525.09
4408316.95,5626093.43,523.62
4408321.56,5626097.89,523.34
4408349.28,5626065.93,522.35
4408340.41,5626076.64,522.76
4408343,5626081.23,520.72
4408341.63,5626084.69,520.91
4408347.38,5626088.29,521.87
4408344.72,5626093.73,522.22
4408345.85,5626098.36,524.63
4408346.38,5626059.82,525.08
4407911.75,5625383.62,528.32
4408356.05,5626062.18,521.39
4408355.78,5626055.47,525.01
4408375.8,5626056.25,519.36
4408380.75,5626061.66,515.77
4408385.53,5626065.85,515.73
4408387.96,5626069.72,517.2
4408390.28,5626075.76,517.65
4408397.91,5626087.03,524.85
4408405.6,5626049.31,513.34
4408408.8,5626062.31,516.19
4408417.73,5626033.59,513.93
4408422.47,5626021.97,513.14
4408439.15,5626031.17,509.46
4408433.03,5626041.88,510.46
4408438.32,5626059.2,518.63
4408431.2,5626027.02,510.57
4408436.4,5626020.58,507.68
4408429.08,5626017.43,508.05
4408420.36,5626016.41,513.91
4408448.53,5626013.39,507.47
4408450.12,5626019.33,509.19
4408456.02,5626017.56,507.6
4408437.58,5626003.41,512.01
4408454.11,5626028.72,509.8
4408467.86,5626031.87,508.74
4408466.76,5626044.34,516.91
4408483.87,5626038.77,516.87
4408485.86,5626020.43,507.13
4408496.08,5626023.73,513.92
4408481.38,5626001.8,504.3
4408491.03,5626007.85,506.17
4408499.22,5625996.12,502.43
4408515.66,5626032.85,526.11
4408516.59,5626035.77,527.47
4408527.98,5626024.39,526.08
4408532.27,5626022.2,526.01
4408426.79,5626074.98,524.69
4408395.59,5626021.38,526.5
4408402.21,5626023.18,526.09
4408399.78,5626012.69,514.77
4408402.4,5625998.32,499.2
4408410.66,5626008.86,514.47
4408414.75,5626006.67,513.18
4408416.49,5625994.79,498.61
4408377.36,5626011.73,519.16
4408381.82,5626016.54,527
4408362.85,5626011.05,526.88
4408375.39,5626000.83,509.73
4408382.21,5626003.75,514.07
4408371.99,5625969.75,499.29
4408451.5,5626000.82,506.91
4408506.9,5625994.79,504.33
4408512.76,5625991.01,503.44
4408511.5,5625986.12,500.45
4408523.72,5626013.14,517
4408529.16,5626010.44,516.92
4408544.4,5625988.74,508.22
4408540.67,5625980.83,502.35
4408531.17,5625972.67,497.81
4408522.47,5625974.85,500.19
4408554.58,5626020.59,527.07
4408554.56,5626018.14,525.51
4408555.81,5626003.35,516.91
4408579.65,5626019.38,525.66
4408573.64,5625999.2,512.48
4408576.84,5625994.21,510.26
4408576.2,5625990.42,505.45
4408591.37,5626000.81,510.75
4408585.22,5626003.7,514.04
4408593.37,5626019.51,525.03
4408590.15,5626011.48,519.34
4408597.69,5626008.33,514.42
4408595.75,5625996.14,507.76
4408587.4,5625990.12,506.3
4408609.3,5626018.02,514.8
4408613.41,5626012.53,511.01
4408607.74,5625995.2,509.46
4408626.37,5626025.8,512.2
4408617.77,5626063.49,528.48
4408620.23,5626058.87,525.06
4408636.57,5626046.97,513.98
4408640.96,5626041.82,513.32
4408636.87,5626074.43,527.48
4408650.04,5626061.03,517.13
4408661.02,5626083.29,526.25
4408678.64,5626092.48,525.12
4408679.04,5626077.88,517.66
4408687.81,5626081.39,519.58
4408686.18,5626066.11,517.15
4408672.22,5626060.24,515.28
4408703.81,5626110.2,525.09
4408710.14,5626105.83,523
4408714.56,5626092.27,522.46
4408699.75,5626085.59,520.4
4408695.77,5626083.48,519.98
4408707.15,5626077.18,524.59
4408722.92,5626086.9,525.35
4408730.42,5626113.67,525.51
4408706.55,5626069.52,527.03
4408721.7,5626056.46,525.58
4408696.08,5626054.98,516.12
4408699.57,5626049.23,515.84
4408687.29,5626049.88,502.87
4408685.67,5626038.8,496.51
4408665,5626041.85,513.1
4408665.81,5626038.7,503.65
4408666.88,5626026.76,501.04
4408659.09,5626024.05,511.89
4408646.84,5626028.74,514.56
4408655.94,5626013.51,505.6
4408644.39,5626002.66,503.4
4408646.63,5625995.66,498.24
4408656.76,5626011.28,497.68
4408667.05,5626016.74,495.28
4408645.59,5626008.48,508.2
4408636.07,5626020.47,508.29
4408632.45,5625990.79,500.13
4408630.45,5625982.91,497.05
4408652.36,5625985.23,494.55
4408665.98,5625983.5,494.1
4408648.68,5625972.62,494.6
4408638.91,5625968.78,495.73
4408654.6,5625958.8,494.39
4408672.87,5625959.25,493.95
4408647.64,5625948.03,494.4
4408643.35,5625945.27,493.67
4408643.85,5625941.68,494.01
4408639.7,5625928.11,493.85
4408643.05,5625923.9,497.01
4408634.69,5625920.08,495.99
4408624.51,5625923.55,494.37
4408624.28,5625917.63,496.11
4408617.26,5625928.34,494.4
4408614.93,5625925.76,496.29
4408610.07,5625917.4,496.29
4408604.16,5625918.99,496.28
4408612.33,5625934.69,495.96
4408613.48,5625930.35,494.52
4408613.38,5625946.09,495.4
4408615.62,5625944.11,494.4
4408617.66,5625940.63,494.96
4410057.25,5624340.77,529.8
4408592.25,5625927.21,495.82
4408588.22,5625913.09,496.14
4408586.01,5625908.94,494.92
4410090.35,5624340.9,529.74
4408601.83,5625913.1,496.28
4408612.82,5625905.51,496.42
4408605.49,5625901.02,497.48
4408598.25,5625879.93,496.66
4408605.81,5625877.47,498.69
4408613.24,5625896.95,496.3
4408623.06,5625876.72,496.66
4408639.59,5625881.04,495.9
4408636.89,5625910.35,495.98
4408642.21,5625914.11,497.43
4408633.45,5625898.01,495.91
4408654.26,5625931.75,494.48
4408653.86,5625927.74,493.4
4408653.7,5625924.59,493.36
4408663.26,5625926.09,493.75
4408668.51,5625925.79,493.05
4408673.32,5625929,493.32
4408666.94,5625920.02,493.13
4408667.75,5625906.59,495.9
4408706.37,5625937.6,492.89
4408718.31,5625923.05,492.53
4408697.93,5625921.13,492.57
4408700.39,5625918.42,492.27
4408697.81,5625913.68,493.9
4408695.87,5625909.37,493.27
4408697.41,5625903.74,496.28
4408741.67,5625917.75,492.14
4408754.71,5625918.74,491.85
4408752.79,5625914,492.94
4408758.77,5625924.66,491.7
4408753.67,5625911.76,491.54
4408753.61,5625907.75,491.71
4408755.53,5625899.9,496.06
4408783.81,5625922.24,491.99
4408781.81,5625917.9,491.09
4408784.07,5625915.58,491.07
4408785.18,5625907.96,493.4
4408797.73,5625916.29,492.18
4408796.09,5625922.11,490.89
4408796.74,5625925.07,492.21
4408791.83,5625938.5,491.34
4408767.91,5625955.43,498.81
4408779.93,5625945.22,491.85
4408784.53,5625964.12,500.18
4408782.97,5625979.15,509.08
4408770.53,5625969.97,508.49
4408770.94,5625999.81,524.69
4408755.1,5625989.48,524.95
4408757.89,5625982.27,520.19
4408757.8,5625978.36,517.6
4408760.86,5625973.09,513.25
4408758.76,5625962.63,506.99
4408739.43,5625958.13,492.88
4408737.84,5625962.37,495.16
4408731.56,5625964.61,494.48
4408742.69,5625972.17,497.76
4408743.4,5625978.86,502.19
4408729.65,5625971.74,494.6
4408745.18,5625945.66,492.05
4408757.84,5625944.33,491.99
4408723.09,5625957.7,492.97
4408727.76,5625949.78,492.4
4408729.05,5625956.6,494.69
4408698.26,5625898.39,496.57
4408716.98,5625896.91,496.62
4408715.62,5625887.33,503.94
4408710.69,5625882.32,507.51
4408731.68,5625885.88,502.86
4408699.65,5625882.61,507.92
4408706.27,5625866.27,517.83
4408791.03,5625869.18,512.69
4408791.68,5625854.75,519.53
4408796.85,5625858.3,518.13
4408793.72,5625843.25,523.9
4408779.53,5625841.55,523.88
4408780.43,5625854.09,518.18
4408769.09,5625854.49,518.19
4408769.25,5625840.8,523.9
4408756.05,5625837.96,523.9
4408741.74,5625837.68,523.4
4408740.82,5625853.7,518.29
4408734.53,5625844.11,524.13
4408698.71,5625866.95,518.39
4408700.51,5625858.84,524.94
4408673.52,5625869.05,513.27
4408674.88,5625866.08,520.92
4408684.73,5625868.86,513.33
4408662.54,5625863.77,512.45
4408664.84,5625860.59,520.62
4408645.99,5625855.96,514.95
4408643.55,5625853.11,522.8
4408619.93,5625855.64,512.92
4408620.88,5625851.4,522.52
4408584.77,5625839.3,525.27
4408561.67,5625850.71,512.16
4408560.3,5625842.91,519.92
4408571.32,5625839.65,525.41
4408572.99,5625837.44,525.68
4408563.4,5625830.4,524.93
4408551.56,5625834.05,521.74
4408554.23,5625827.41,525.66
4408550.11,5625820.52,524.63
4408539.1,5625832.86,518.57
4408547.58,5625840.68,519.67
4408542.42,5625812.95,524.81
4408525.04,5625831.84,524.18
4408520.55,5625826.53,524.13
4408514.76,5625848.63,513.39
4408522.35,5625844.28,518.05
4408524.57,5625841.44,513.19
4408523.68,5625853.63,510.03
4408499.96,5625827.43,523.9
4408527.71,5625862.3,505.37
4408534.49,5625855.75,514.32
4408540.4,5625849.98,518.34
4408532.85,5625849.46,510.46
4408534.9,5625845.48,513.51
4408542.42,5625860.4,503.1
4408556.71,5625864.04,503.8
4408556.88,5625851.51,512.14
4408572.43,5625883.2,494.97
4408567.89,5625865.94,503.04
4408738.76,5625989.16,504.05
4408723.33,5625982.91,495.15
4408733.11,5625994.71,500.51
4408728.93,5626001.75,505.57
4408724.82,5626007.62,505.37
4408729.49,5626017.52,511.71
4408709.94,5625992.42,494.5
4408705.29,5626007,494.5
4408704.47,5626020.48,496.07
4408723.11,5626023.23,506.68
4408700.69,5626033.21,496.57
4408709.09,5626040.75,499.57
4408707.42,5626044.16,501.96
4408717.53,5626036.79,504.23
4408721.96,5626041.87,517.46
4408689.49,5626023.57,495.49
4408691.94,5625999.75,494.23
4408701.61,5625983.67,494.04
